,country,year,cases,sex,age
46625,BE,2007,4.0,f,0-14
52394,BE,2007,13.0,f,15-24
58163,BE,2007,31.0,f,25-34
63932,BE,2007,23.0,f,35-44
69701,BE,2007,7.0,f,45-54
75470,BE,2007,8.0,f,55-64
81239,BE,2007,22.0,f,65
474,BE,2008,3.0,m,0-14
6243,BE,2008,23.0,m,15-24
12012,BE,2008,40.0,m,25-34
17781,BE,2008,43.0,m,35-44
23550,BE,2008,32.0,m,45-54
29319,BE,2008,24.0,m,55-64
35088,BE,2008,41.0,m,65
40857,BE,2008,0.0,m,unknown
46626,BE,2008,3.0,f,0-14
52395,BE,2008,17.0,f,15-24
58164,BE,2008,40.0,f,25-34
63933,BE,2008,22.0,f,35-44
69702,BE,2008,8.0,f,45-54
75471,BE,2008,3.0,f,55-64
81240,BE,2008,12.0,f,65
87009,BE,2008,0.0,f,unknown
489,BF,1995,4.0,m,0-14
6258,BF,1995,67.0,m,15-24
12027,BF,1995,133.0,m,25-34
17796,BF,1995,124.0,m,35-44
23565,BF,1995,62.0,m,45-54
29334,BF,1995,48.0,m,55-64
35103,BF,1995,29.0,m,65
46641,BF,1995,7.0,f,0-14
52410,BF,1995,76.0,f,15-24
58179,BF,1995,53.0,f,25-34
63948,BF,1995,39.0,f,35-44
69717,BF,1995,26.0,f,45-54
75486,BF,1995,11.0,f,55-64
81255,BF,1995,10.0,f,65
490,BF,1996,3.0,m,0-14
6259,BF,1996,47.0,m,15-24
12028,BF,1996,161.0,m,25-34
17797,BF,1996,148.0,m,35-44
23566,BF,1996,115.0,m,45-54
29335,BF,1996,65.0,m,55-64
35104,BF,1996,36.0,m,65
46642,BF,1996,10.0,f,0-14
52411,BF,1996,51.0,f,15-24
58180,BF,1996,97.0,f,25-34
63949,BF,1996,67.0,f,35-44
69718,BF,1996,58.0,f,45-54
75487,BF,1996,31.0,f,55-64
81256,BF,1996,10.0,f,65
491,BF,1997,3.0,m,0-14
6260,BF,1997,47.0,m,15-24
12029,BF,1997,161.0,m,25-34
17798,BF,1997,148.0,m,35-44
23567,BF,1997,115.0,m,45-54
29336,BF,1997,65.0,m,55-64
35105,BF,1997,36.0,m,65
46643,BF,1997,10.0,f,0-14
52412,BF,1997,51.0,f,15-24
58181,BF,1997,97.0,f,25-34
63950,BF,1997,67.0,f,35-44
69719,BF,1997,58.0,f,45-54
75488,BF,1997,31.0,f,55-64
81257,BF,1997,10.0,f,65
492,BF,1998,4.0,m,0-14
6261,BF,1998,104.0,m,15-24
12030,BF,1998,270.0,m,25-34
17799,BF,1998,236.0,m,35-44
23568,BF,1998,159.0,m,45-54
29337,BF,1998,89.0,m,55-64
35106,BF,1998,65.0,m,65
46644,BF,1998,9.0,f,0-14
52413,BF,1998,83.0,f,15-24
58182,BF,1998,98.0,f,25-34
63951,BF,1998,86.0,f,35-44
69720,BF,1998,82.0,f,45-54
75489,BF,1998,32.0,f,55-64
81258,BF,1998,14.0,f,65
493,BF,1999,13.0,m,0-14
6262,BF,1999,85.0,m,15-24
12031,BF,1999,247.0,m,25-34
17800,BF,1999,216.0,m,35-44
23569,BF,1999,118.0,m,45-54
29338,BF,1999,83.0,m,55-64
35107,BF,1999,56.0,m,65
46645,BF,1999,8.0,f,0-14
52414,BF,1999,67.0,f,15-24
58183,BF,1999,141.0,f,25-34
63952,BF,1999,92.0,f,35-44
69721,BF,1999,63.0,f,45-54
75490,BF,1999,39.0,f,55-64
81259,BF,1999,20.0,f,65
494,BF,2000,12.0,m,0-14
6263,BF,2000,91.0,m,15-24
12032,BF,2000,274.0,m,25-34
17801,BF,2000,252.0,m,35-44
23570,BF,2000,133.0,m,45-54
29339,BF,2000,68.0,m,55-64
35108,BF,2000,65.0,m,65
46646,BF,2000,7.0,f,0-14
52415,BF,2000,59.0,f,15-24
58184,BF,2000,128.0,f,25-34
63953,BF,2000,101.0,f,35-44
69722,BF,2000,45.0,f,45-54
75491,BF,2000,38.0,f,55-64
81260,BF,2000,14.0,f,65
495,BF,2001,7.0,m,0-14
6264,BF,2001,124.0,m,15-24
12033,BF,2001,283.0,m,25-34
17802,BF,2001,279.0,m,35-44
23571,BF,2001,168.0,m,45-54
29340,BF,2001,122.0,m,55-64
35109,BF,2001,70.0,m,65
46647,BF,2001,17.0,f,0-14
52416,BF,2001,80.0,f,15-24
58185,BF,2001,155.0,f,25-34
63954,BF,2001,100.0,f,35-44
69723,BF,2001,49.0,f,45-54
75492,BF,2001,32.0,f,55-64
81261,BF,2001,32.0,f,65
496,BF,2002,6.0,m,0-14
6265,BF,2002,123.0,m,15-24
12034,BF,2002,273.0,m,25-34
17803,BF,2002,266.0,m,35-44
23572,BF,2002,156.0,m,45-54
29341,BF,2002,124.0,m,55-64
35110,BF,2002,83.0,m,65
46648,BF,2002,12.0,f,0-14
52417,BF,2002,85.0,f,15-24
58186,BF,2002,159.0,f,25-34
63955,BF,2002,104.0,f,35-44
69724,BF,2002,80.0,f,45-54
75493,BF,2002,30.0,f,55-64
81262,BF,2002,25.0,f,65
497,BF,2003,14.0,m,0-14
6266,BF,2003,148.0,m,15-24
12035,BF,2003,313.0,m,25-34
17804,BF,2003,321.0,m,35-44
23573,BF,2003,162.0,m,45-54
29342,BF,2003,129.0,m,55-64
35111,BF,2003,80.0,m,65
46649,BF,2003,19.0,f,0-14
52418,BF,2003,102.0,f,15-24
58187,BF,2003,131.0,f,25-34
63956,BF,2003,132.0,f,35-44
69725,BF,2003,70.0,f,45-54
75494,BF,2003,46.0,f,55-64
81263,BF,2003,36.0,f,65
498,BF,2004,10.0,m,0-14
6267,BF,2004,155.0,m,15-24
12036,BF,2004,375.0,m,25-34
17805,BF,2004,308.0,m,35-44
23574,BF,2004,204.0,m,45-54
29343,BF,2004,138.0,m,55-64
35112,BF,2004,102.0,m,65
46650,BF,2004,22.0,f,0-14
52419,BF,2004,109.0,f,15-24
58188,BF,2004,196.0,f,25-34
63957,BF,2004,148.0,f,35-44
69726,BF,2004,72.0,f,45-54
75495,BF,2004,54.0,f,55-64
81264,BF,2004,33.0,f,65
499,BF,2005,18.0,m,0-14
6268,BF,2005,181.0,m,15-24
12037,BF,2005,430.0,m,25-34
17806,BF,2005,370.0,m,35-44
23575,BF,2005,273.0,m,45-54
29344,BF,2005,144.0,m,55-64
35113,BF,2005,113.0,m,65
46651,BF,2005,15.0,f,0-14
52420,BF,2005,125.0,f,15-24
58189,BF,2005,248.0,f,25-34
63958,BF,2005,174.0,f,35-44
69727,BF,2005,109.0,f,45-54
75496,BF,2005,54.0,f,55-64
81265,BF,2005,40.0,f,65
500,BF,2006,13.0,m,0-14
6269,BF,2006,227.0,m,15-24
12038,BF,2006,473.0,m,25-34
17807,BF,2006,433.0,m,35-44
23576,BF,2006,307.0,m,45-54
29345,BF,2006,183.0,m,55-64
35114,BF,2006,140.0,m,65
46652,BF,2006,33.0,f,0-14
52421,BF,2006,155.0,f,15-24
58190,BF,2006,252.0,f,25-34
63959,BF,2006,198.0,f,35-44
69728,BF,2006,99.0,f,45-54
75497,BF,2006,99.0,f,55-64
81266,BF,2006,47.0,f,65
501,BF,2007,8.0,m,0-14
6270,BF,2007,233.0,m,15-24
12039,BF,2007,442.0,m,25-34
17808,BF,2007,429.0,m,35-44
23577,BF,2007,303.0,m,45-54
29346,BF,2007,176.0,m,55-64
35115,BF,2007,145.0,m,65
46653,BF,2007,29.0,f,0-14
52422,BF,2007,157.0,f,15-24
58191,BF,2007,243.0,f,25-34
63960,BF,2007,187.0,f,35-44
69729,BF,2007,129.0,f,45-54
75498,BF,2007,88.0,f,55-64
81267,BF,2007,45.0,f,65
502,BF,2008,8.0,m,0-14
6271,BF,2008,225.0,m,15-24
12040,BF,2008,555.0,m,25-34
17809,BF,2008,448.0,m,35-44
23578,BF,2008,314.0,m,45-54
29347,BF,2008,174.0,m,55-64
35116,BF,2008,146.0,m,65
40885,BF,2008,0.0,m,unknown
46654,BF,2008,33.0,f,0-14
52423,BF,2008,143.0,f,15-24
58192,BF,2008,250.0,f,25-34
63961,BF,2008,180.0,f,35-44
69730,BF,2008,116.0,f,45-54
75499,BF,2008,107.0,f,55-64
81268,BF,2008,57.0,f,65
87037,BF,2008,0.0,f,unknown
523,BG,2000,0.0,m,0-14
6292,BG,2000,13.0,m,15-24
12061,BG,2000,16.0,m,25-34
17830,BG,2000,20.0,m,35-44
23599,BG,2000,3.0,m,45-54
29368,BG,2000,9.0,m,55-64
35137,BG,2000,10.0,m,65
46675,BG,2000,0.0,f,0-14
52444,BG,2000,11.0,f,15-24
58213,BG,2000,14.0,f,25-34
63982,BG,2000,7.0,f,35-44
69751,BG,2000,3.0,f,45-54
75520,BG,2000,4.0,f,55-64
81289,BG,2000,6.0,f,65
524,BG,2001,1.0,m,0-14
6293,BG,2001,15.0,m,15-24
12062,BG,2001,20.0,m,25-34
17831,BG,2001,23.0,m,35-44
23600,BG,2001,23.0,m,45-54
29369,BG,2001,18.0,m,55-64
35138,BG,2001,13.0,m,65
46676,BG,2001,1.0,f,0-14
52445,BG,2001,11.0,f,15-24
58214,BG,2001,16.0,f,25-34
63983,BG,2001,13.0,f,35-44
69752,BG,2001,5.0,f,45-54
75521,BG,2001,2.0,f,55-64
81290,BG,2001,9.0,f,65
525,BG,2002,2.0,m,0-14
6294,BG,2002,62.0,m,15-24
12063,BG,2002,86.0,m,25-34
17832,BG,2002,116.0,m,35-44
23601,BG,2002,132.0,m,45-54
29370,BG,2002,58.0,m,55-64
35139,BG,2002,56.0,m,65
46677,BG,2002,6.0,f,0-14
52446,BG,2002,48.0,f,15-24
58215,BG,2002,73.0,f,25-34
63984,BG,2002,45.0,f,35-44
69753,BG,2002,19.0,f,45-54
75522,BG,2002,9.0,f,55-64
81291,BG,2002,30.0,f,65
526,BG,2003,3.0,m,0-14
6295,BG,2003,99.0,m,15-24
12064,BG,2003,169.0,m,25-34
17833,BG,2003,178.0,m,35-44
23602,BG,2003,200.0,m,45-54
29371,BG,2003,121.0,m,55-64
35140,BG,2003,89.0,m,65
46678,BG,2003,7.0,f,0-14
52447,BG,2003,85.0,f,15-24
58216,BG,2003,106.0,f,25-34
63985,BG,2003,63.0,f,35-44
69754,BG,2003,44.0,f,45-54
75523,BG,2003,32.0,f,55-64
81292,BG,2003,58.0,f,65
527,BG,2004,10.0,m,0-14
6296,BG,2004,97.0,m,15-24
12065,BG,2004,156.0,m,25-34
17834,BG,2004,166.0,m,35-44
23603,BG,2004,204.0,m,45-54
29372,BG,2004,153.0,m,55-64
35141,BG,2004,111.0,m,65
46679,BG,2004,4.0,f,0-14
52448,BG,2004,84.0,f,15-24
58217,BG,2004,111.0,f,25-34
63986,BG,2004,64.0,f,35-44
69755,BG,2004,49.0,f,45-54
75524,BG,2004,35.0,f,55-64
81293,BG,2004,71.0,f,65
528,BG,2005,9.0,m,0-14
6297,BG,2005,98.0,m,15-24
12066,BG,2005,150.0,m,25-34
17835,BG,2005,195.0,m,35-44
23604,BG,2005,195.0,m,45-54
29373,BG,2005,150.0,m,55-64
35142,BG,2005,136.0,m,65
40911,BG,2005,0.0,m,unknown
46680,BG,2005,9.0,f,0-14
52449,BG,2005,90.0,f,15-24
58218,BG,2005,111.0,f,25-34
63987,BG,2005,59.0,f,35-44
69756,BG,2005,29.0,f,45-54
75525,BG,2005,37.0,f,55-64
81294,BG,2005,70.0,f,65
87063,BG,2005,0.0,f,unknown
529,BG,2006,6.0,m,0-14
6298,BG,2006,86.0,m,15-24
12067,BG,2006,146.0,m,25-34
17836,BG,2006,170.0,m,35-44
23605,BG,2006,184.0,m,45-54
29374,BG,2006,133.0,m,55-64
35143,BG,2006,123.0,m,65
46681,BG,2006,12.0,f,0-14
52450,BG,2006,76.0,f,15-24
58219,BG,2006,96.0,f,25-34
63988,BG,2006,86.0,f,35-44
69757,BG,2006,34.0,f,45-54
75526,BG,2006,24.0,f,55-64
81295,BG,2006,59.0,f,65
530,BG,2007,7.0,m,0-14
6299,BG,2007,63.0,m,15-24
12068,BG,2007,122.0,m,25-34
17837,BG,2007,181.0,m,35-44
23606,BG,2007,176.0,m,45-54
29375,BG,2007,131.0,m,55-64
35144,BG,2007,90.0,m,65
46682,BG,2007,4.0,f,0-14
52451,BG,2007,63.0,f,15-24
58220,BG,2007,77.0,f,25-34
63989,BG,2007,53.0,f,35-44
69758,BG,2007,38.0,f,45-54
75527,BG,2007,29.0,f,55-64
81296,BG,2007,46.0,f,65
531,BG,2008,2.0,m,0-14
6300,BG,2008,80.0,m,15-24
12069,BG,2008,145.0,m,25-34
17838,BG,2008,151.0,m,35-44
23607,BG,2008,159.0,m,45-54
29376,BG,2008,127.0,m,55-64
35145,BG,2008,68.0,m,65
40914,BG,2008,0.0,m,unknown
46683,BG,2008,1.0,f,0-14
52452,BG,2008,57.0,f,15-24
58221,BG,2008,78.0,f,25-34
63990,BG,2008,54.0,f,35-44
69759,BG,2008,31.0,f,45-54
75528,BG,2008,23.0,f,55-64
81297,BG,2008,44.0,f,65
87066,BG,2008,0.0,f,unknown
546,BH,1995,0.0,m,0-14
6315,BH,1995,0.0,m,15-24
12084,BH,1995,1.0,m,25-34
17853,BH,1995,2.0,m,35-44
23622,BH,1995,3.0,m,45-54
29391,BH,1995,1.0,m,55-64
35160,BH,1995,3.0,m,65
46698,BH,1995,0.0,f,0-14
52467,BH,1995,1.0,f,15-24
58236,BH,1995,1.0,f,25-34
64005,BH,1995,2.0,f,35-44
69774,BH,1995,0.0,f,45-54
75543,BH,1995,1.0,f,55-64
81312,BH,1995,1.0,f,65
547,BH,1996,0.0,m,0-14
6316,BH,1996,8.0,m,15-24
12085,BH,1996,25.0,m,25-34
17854,BH,1996,24.0,m,35-44
23623,BH,1996,16.0,m,45-54
29392,BH,1996,7.0,m,55-64
35161,BH,1996,6.0,m,65
46699,BH,1996,1.0,f,0-14
52468,BH,1996,10.0,f,15-24
58237,BH,1996,11.0,f,25-34
64006,BH,1996,7.0,f,35-44
69775,BH,1996,0.0,f,45-54
75544,BH,1996,3.0,f,55-64
81313,BH,1996,3.0,f,65
548,BH,1997,1.0,m,0-14
6317,BH,1997,11.0,m,15-24
12086,BH,1997,32.0,m,25-34
17855,BH,1997,19.0,m,35-44
23624,BH,1997,10.0,m,45-54
29393,BH,1997,4.0,m,55-64
35162,BH,1997,10.0,m,65
46700,BH,1997,0.0,f,0-14
52469,BH,1997,4.0,f,15-24
58238,BH,1997,11.0,f,25-34
64007,BH,1997,4.0,f,35-44
69776,BH,1997,2.0,f,45-54
75545,BH,1997,1.0,f,55-64
81314,BH,1997,1.0,f,65
549,BH,1998,0.0,m,0-14
6318,BH,1998,3.0,m,15-24
12087,BH,1998,40.0,m,25-34
17856,BH,1998,36.0,m,35-44
23625,BH,1998,20.0,m,45-54
29394,BH,1998,13.0,m,55-64
35163,BH,1998,22.0,m,65
46701,BH,1998,3.0,f,0-14
52470,BH,1998,4.0,f,15-24
58239,BH,1998,9.0,f,25-34
64008,BH,1998,7.0,f,35-44
69777,BH,1998,5.0,f,45-54
75546,BH,1998,2.0,f,55-64
81315,BH,1998,6.0,f,65
550,BH,1999,0.0,m,0-14
6319,BH,1999,12.0,m,15-24
12088,BH,1999,19.0,m,25-34
17857,BH,1999,14.0,m,35-44
23626,BH,1999,13.0,m,45-54
29395,BH,1999,5.0,m,55-64
35164,BH,1999,3.0,m,65
46702,BH,1999,0.0,f,0-14
52471,BH,1999,6.0,f,15-24
58240,BH,1999,11.0,f,25-34
64009,BH,1999,6.0,f,35-44
69778,BH,1999,0.0,f,45-54
75547,BH,1999,1.0,f,55-64
81316,BH,1999,3.0,f,65
551,BH,2000,0.0,m,0-14
6320,BH,2000,0.0,m,15-24
12089,BH,2000,3.0,m,25-34
17858,BH,2000,2.0,m,35-44
23627,BH,2000,5.0,m,45-54
29396,BH,2000,3.0,m,55-64
35165,BH,2000,4.0,m,65
46703,BH,2000,0.0,f,0-14
52472,BH,2000,1.0,f,15-24
58241,BH,2000,2.0,f,25-34
64010,BH,2000,0.0,f,35-44
69779,BH,2000,1.0,f,45-54
75548,BH,2000,1.0,f,55-64
81317,BH,2000,1.0,f,65
552,BH,2001,0.0,m,0-14
6321,BH,2001,1.0,m,15-24
12090,BH,2001,2.0,m,25-34
17859,BH,2001,2.0,m,35-44
23628,BH,2001,6.0,m,45-54
29397,BH,2001,1.0,m,55-64
35166,BH,2001,6.0,m,65
46704,BH,2001,0.0,f,0-14
52473,BH,2001,1.0,f,15-24
58242,BH,2001,2.0,f,25-34
64011,BH,2001,0.0,f,35-44
69780,BH,2001,2.0,f,45-54
75549,BH,2001,0.0,f,55-64
81318,BH,2001,0.0,f,65
553,BH,2002,0.0,m,0-14
6322,BH,2002,1.0,m,15-24
12091,BH,2002,1.0,m,25-34
17860,BH,2002,2.0,m,35-44
23629,BH,2002,2.0,m,45-54
29398,BH,2002,1.0,m,55-64
35167,BH,2002,5.0,m,65
46705,BH,2002,0.0,f,0-14
52474,BH,2002,1.0,f,15-24
58243,BH,2002,1.0,f,25-34
64012,BH,2002,1.0,f,35-44
69781,BH,2002,1.0,f,45-54
75550,BH,2002,0.0,f,55-64
81319,BH,2002,1.0,f,65
554,BH,2003,0.0,m,0-14
6323,BH,2003,2.0,m,15-24
12092,BH,2003,2.0,m,25-34
17861,BH,2003,1.0,m,35-44
23630,BH,2003,1.0,m,45-54
29399,BH,2003,3.0,m,55-64
35168,BH,2003,4.0,m,65
46706,BH,2003,0.0,f,0-14
52475,BH,2003,1.0,f,15-24
58244,BH,2003,0.0,f,25-34
64013,BH,2003,0.0,f,35-44
69782,BH,2003,1.0,f,45-54
75551,BH,2003,1.0,f,55-64
81320,BH,2003,0.0,f,65
555,BH,2004,0.0,m,0-14
6324,BH,2004,0.0,m,15-24
12093,BH,2004,0.0,m,25-34
17862,BH,2004,2.0,m,35-44
23631,BH,2004,2.0,m,45-54
29400,BH,2004,0.0,m,55-64
35169,BH,2004,1.0,m,65
46707,BH,2004,0.0,f,0-14
52476,BH,2004,1.0,f,15-24
58245,BH,2004,1.0,f,25-34
64014,BH,2004,1.0,f,35-44
69783,BH,2004,0.0,f,45-54
75552,BH,2004,1.0,f,55-64
81321,BH,2004,2.0,f,65
556,BH,2005,0.0,m,0-14
6325,BH,2005,0.0,m,15-24
12094,BH,2005,0.0,m,25-34
17863,BH,2005,2.0,m,35-44
23632,BH,2005,3.0,m,45-54
29401,BH,2005,0.0,m,55-64
35170,BH,2005,4.0,m,65
46708,BH,2005,1.0,f,0-14
52477,BH,2005,1.0,f,15-24
58246,BH,2005,0.0,f,25-34
64015,BH,2005,3.0,f,35-44
69784,BH,2005,1.0,f,45-54
75553,BH,2005,0.0,f,55-64
81322,BH,2005,0.0,f,65
557,BH,2006,0.0,m,0-14
6326,BH,2006,10.0,m,15-24
12095,BH,2006,25.0,m,25-34
17864,BH,2006,11.0,m,35-44
23633,BH,2006,18.0,m,45-54
29402,BH,2006,1.0,m,55-64
35171,BH,2006,1.0,m,65
46709,BH,2006,0.0,f,0-14
52478,BH,2006,7.0,f,15-24
58247,BH,2006,14.0,f,25-34
64016,BH,2006,4.0,f,35-44
69785,BH,2006,5.0,f,45-54
75554,BH,2006,2.0,f,55-64
81323,BH,2006,0.0,f,65
558,BH,2007,0.0,m,0-14
6327,BH,2007,8.0,m,15-24
12096,BH,2007,26.0,m,25-34
17865,BH,2007,15.0,m,35-44
23634,BH,2007,8.0,m,45-54
29403,BH,2007,4.0,m,55-64
35172,BH,2007,3.0,m,65
46710,BH,2007,1.0,f,0-14
52479,BH,2007,10.0,f,15-24
58248,BH,2007,15.0,f,25-34
64017,BH,2007,5.0,f,35-44
69786,BH,2007,3.0,f,45-54
75555,BH,2007,0.0,f,55-64
81324,BH,2007,1.0,f,65
559,BH,2008,0.0,m,0-14
6328,BH,2008,17.0,m,15-24
12097,BH,2008,48.0,m,25-34
17866,BH,2008,27.0,m,35-44
23635,BH,2008,8.0,m,45-54
29404,BH,2008,2.0,m,55-64
35173,BH,2008,3.0,m,65
40942,BH,2008,0.0,m,unknown
46711,BH,2008,0.0,f,0-14
52480,BH,2008,12.0,f,15-24
58249,BH,2008,16.0,f,25-34
64018,BH,2008,8.0,f,35-44
69787,BH,2008,1.0,f,45-54
75556,BH,2008,0.0,f,55-64
81325,BH,2008,0.0,f,65
87094,BH,2008,0.0,f,unknown
575,BI,1995,5.0,m,0-14
6344,BI,1995,128.0,m,15-24
12113,BI,1995,238.0,m,25-34
17882,BI,1995,224.0,m,35-44
23651,BI,1995,73.0,m,45-54
29420,BI,1995,32.0,m,55-64
35189,BI,1995,19.0,m,65
46727,BI,1995,19.0,f,0-14
52496,BI,1995,109.0,f,15-24
58265,BI,1995,124.0,f,25-34
64034,BI,1995,89.0,f,35-44
69803,BI,1995,33.0,f,45-54
75572,BI,1995,12.0,f,55-64
81341,BI,1995,4.0,f,65
576,BI,1996,16.0,m,0-14
6345,BI,1996,217.0,m,15-24
12114,BI,1996,283.0,m,25-34
17883,BI,1996,274.0,m,35-44
23652,BI,1996,116.0,m,45-54
29421,BI,1996,41.0,m,55-64
35190,BI,1996,17.0,m,65
46728,BI,1996,18.0,f,0-14
52497,BI,1996,132.0,f,15-24
58266,BI,1996,203.0,f,25-34
64035,BI,1996,112.0,f,35-44
69804,BI,1996,53.0,f,45-54
75573,BI,1996,16.0,f,55-64
81342,BI,1996,7.0,f,65
577,BI,1997,21.0,m,0-14
6346,BI,1997,208.0,m,15-24
12115,BI,1997,446.0,m,25-34
17884,BI,1997,431.0,m,35-44
23653,BI,1997,198.0,m,45-54
29422,BI,1997,79.0,m,55-64
35191,BI,1997,32.0,m,65
46729,BI,1997,30.0,f,0-14
52498,BI,1997,189.0,f,15-24
58267,BI,1997,265.0,f,25-34
64036,BI,1997,198.0,f,35-44
69805,BI,1997,71.0,f,45-54
75574,BI,1997,39.0,f,55-64
81343,BI,1997,19.0,f,65
578,BI,1998,45.0,m,0-14
6347,BI,1998,301.0,m,15-24
12116,BI,1998,527.0,m,25-34
17885,BI,1998,530.0,m,35-44
23654,BI,1998,319.0,m,45-54
29423,BI,1998,102.0,m,55-64
35192,BI,1998,33.0,m,65
46730,BI,1998,49.0,f,0-14
52499,BI,1998,265.0,f,15-24
58268,BI,1998,321.0,f,25-34
64037,BI,1998,240.0,f,35-44
69806,BI,1998,126.0,f,45-54
75575,BI,1998,47.0,f,55-64
81344,BI,1998,16.0,f,65
579,BI,1999,64.0,m,0-14
6348,BI,1999,349.0,m,15-24
12117,BI,1999,566.0,m,25-34
17886,BI,1999,492.0,m,35-44
23655,BI,1999,281.0,m,45-54
29424,BI,1999,102.0,m,55-64
35193,BI,1999,57.0,m,65
46731,BI,1999,66.0,f,0-14
52500,BI,1999,291.0,f,15-24
58269,BI,1999,253.0,f,25-34
64038,BI,1999,236.0,f,35-44
69807,BI,1999,109.0,f,45-54
75576,BI,1999,30.0,f,55-64
81345,BI,1999,28.0,f,65
581,BI,2001,34.0,m,0-14
6350,BI,2001,344.0,m,15-24
12119,BI,2001,559.0,m,25-34
17888,BI,2001,469.0,m,35-44
23657,BI,2001,238.0,m,45-54
29426,BI,2001,75.0,m,55-64
35195,BI,2001,39.0,m,65
46733,BI,2001,81.0,f,0-14
52502,BI,2001,369.0,f,15-24
58271,BI,2001,364.0,f,25-34
64040,BI,2001,337.0,f,35-44
69809,BI,2001,86.0,f,45-54
75578,BI,2001,30.0,f,55-64
81347,BI,2001,15.0,f,65
582,BI,2002,16.0,m,0-14
6351,BI,2002,310.0,m,15-24
12120,BI,2002,470.0,m,25-34
17889,BI,2002,520.0,m,35-44
23658,BI,2002,270.0,m,45-54
29427,BI,2002,97.0,m,55-64
35196,BI,2002,52.0,m,65
46734,BI,2002,48.0,f,0-14
52503,BI,2002,243.0,f,15-24
58272,BI,2002,242.0,f,25-34
64041,BI,2002,324.0,f,35-44
69810,BI,2002,152.0,f,45-54
75579,BI,2002,24.0,f,55-64
81348,BI,2002,23.0,f,65
583,BI,2003,32.0,m,0-14
6352,BI,2003,348.0,m,15-24
12121,BI,2003,572.0,m,25-34
17890,BI,2003,488.0,m,35-44
23659,BI,2003,260.0,m,45-54
29428,BI,2003,106.0,m,55-64
35197,BI,2003,35.0,m,65
46735,BI,2003,75.0,f,0-14
52504,BI,2003,308.0,f,15-24
58273,BI,2003,361.0,f,25-34
64042,BI,2003,276.0,f,35-44
69811,BI,2003,119.0,f,45-54
75580,BI,2003,27.0,f,55-64
81349,BI,2003,10.0,f,65
584,BI,2004,24.0,m,0-14
6353,BI,2004,352.0,m,15-24
12122,BI,2004,674.0,m,25-34
17891,BI,2004,468.0,m,35-44
23660,BI,2004,292.0,m,45-54
29429,BI,2004,78.0,m,55-64
35198,BI,2004,48.0,m,65
46736,BI,2004,51.0,f,0-14
52505,BI,2004,325.0,f,15-24
58274,BI,2004,370.0,f,25-34
64043,BI,2004,232.0,f,35-44
69812,BI,2004,114.0,f,45-54
75581,BI,2004,40.0,f,55-64
81350,BI,2004,19.0,f,65
585,BI,2005,34.0,m,0-14
6354,BI,2005,352.0,m,15-24
12123,BI,2005,591.0,m,25-34
17892,BI,2005,525.0,m,35-44
23661,BI,2005,372.0,m,45-54
29430,BI,2005,111.0,m,55-64
35199,BI,2005,55.0,m,65
46737,BI,2005,46.0,f,0-14
52506,BI,2005,298.0,f,15-24
58275,BI,2005,399.0,f,25-34
64044,BI,2005,288.0,f,35-44
69813,BI,2005,122.0,f,45-54
75582,BI,2005,36.0,f,55-64
81351,BI,2005,33.0,f,65
586,BI,2006,30.0,m,0-14
6355,BI,2006,347.0,m,15-24
12124,BI,2006,600.0,m,25-34
17893,BI,2006,488.0,m,35-44
23662,BI,2006,320.0,m,45-54
29431,BI,2006,114.0,m,55-64
35200,BI,2006,64.0,m,65
46738,BI,2006,41.0,f,0-14
52507,BI,2006,296.0,f,15-24
58276,BI,2006,367.0,f,25-34
64045,BI,2006,242.0,f,35-44
69814,BI,2006,140.0,f,45-54
75583,BI,2006,56.0,f,55-64
81352,BI,2006,14.0,f,65
587,BI,2007,26.0,m,0-14
6356,BI,2007,425.0,m,15-24
12125,BI,2007,637.0,m,25-34
17894,BI,2007,542.0,m,35-44
23663,BI,2007,372.0,m,45-54
29432,BI,2007,177.0,m,55-64
35201,BI,2007,88.0,m,65
46739,BI,2007,55.0,f,0-14
52508,BI,2007,360.0,f,15-24
58277,BI,2007,392.0,f,25-34
64046,BI,2007,276.0,f,35-44
69815,BI,2007,140.0,f,45-54
75584,BI,2007,67.0,f,55-64
81353,BI,2007,38.0,f,65
588,BI,2008,30.0,m,0-14
6357,BI,2008,430.0,m,15-24
12126,BI,2008,684.0,m,25-34
17895,BI,2008,526.0,m,35-44
23664,BI,2008,459.0,m,45-54
29433,BI,2008,175.0,m,55-64
35202,BI,2008,80.0,m,65
46740,BI,2008,38.0,f,0-14
52509,BI,2008,335.0,f,15-24
58278,BI,2008,340.0,f,25-34
64047,BI,2008,264.0,f,35-44
69816,BI,2008,139.0,f,45-54
75585,BI,2008,72.0,f,55-64
81354,BI,2008,38.0,f,65
604,BJ,1995,14.0,m,0-14
6373,BJ,1995,186.0,m,15-24
12142,BJ,1995,352.0,m,25-34
17911,BJ,1995,306.0,m,35-44
23680,BJ,1995,176.0,m,45-54
29449,BJ,1995,101.0,m,55-64
35218,BJ,1995,92.0,m,65
46756,BJ,1995,26.0,f,0-14
52525,BJ,1995,148.0,f,15-24
58294,BJ,1995,197.0,f,25-34
64063,BJ,1995,118.0,f,35-44
69832,BJ,1995,69.0,f,45-54
75601,BJ,1995,32.0,f,55-64
81370,BJ,1995,22.0,f,65
605,BJ,1996,17.0,m,0-14
6374,BJ,1996,215.0,m,15-24
12143,BJ,1996,348.0,m,25-34
17912,BJ,1996,277.0,m,35-44
